Date,AAPL,AMZN,COST,GOOGL,HD,JPM,LLY,META,MSFT,NVDA,TSLA,UNH,V
2023-01-18,133.2005157470703,95.45999908447266,460.1827697753906,90.43669128417969,299.9199523925781,127.77582550048828,343.7476806640625,132.0972442626953,230.30368041992188,17.3596248626709,128.77999877929688,450.8410949707031,214.55545043945312
2023-01-19,133.2596435546875,93.68000030517578,450.6042785644531,92.35221099853516,288.0506591796875,126.07299041748047,342.83941650390625,135.20555114746094,226.51429748535156,16.74823570251465,127.16999816894531,458.5280456542969,215.48419189453125
2023-01-20,135.8209686279297,97.25,460.7969970703125,97.2849349975586,291.86810302734375,126.38178253173828,337.947021484375,138.4031982421875,234.6107177734375,17.821163177490234,133.4199981689453,460.7622375488281,219.29702758789062
2023-01-23,139.0128173828125,97.5199966430664,472.7942199707031,99.04166412353516,292.3128356933594,128.4307403564453,334.1776428222656,142.2761688232422,236.91561889648438,19.173805236816406,143.75,459.90081787109375,219.16995239257812
2023-01-24,140.41171264648438,96.31999969482422,472.3143615722656,96.96733856201172,294.36053466796875,129.53475952148438,338.25958251953125,142.14703369140625,236.38819885253906,19.24573516845703,143.88999938964844,465.3819274902344,218.88641357421875
2023-01-25,139.75169372558594,97.18000030517578,471.1338195800781,94.50594329833984,293.9621276855469,130.1615753173828,341.5212097167969,140.51844787597656,234.9915771484375,19.303674697875977,144.42999267578125,466.23394775390625,219.87384033203125
2023-01-26,141.8204803466797,99.22000122070312,478.25531005859375,96.78868103027344,290.76544189453125,130.9662322998047,339.841552734375,146.27821350097656,242.2090301513672,19.782194137573242,160.27000427246094,466.21502685546875,219.6881103515625
2023-01-27,143.76119995117188,102.23999786376953,483.04461669921875,98.62482452392578,293.4339904785156,131.2843475341797,334.07025146484375,150.68739318847656,242.36532592773438,20.344633102416992,177.89999389648438,460.12799072265625,226.26773071289062
2023-01-30,140.874755859375,100.55000305175781,483.0350341796875,96.21304321289062,291.1639099121094,130.17095947265625,332.5078125,146.0398406982422,237.04258728027344,19.142833709716797,166.66000366210938,459.8818359375,223.9800262451172
2023-01-31,142.14553833007812,103.12999725341797,490.5788879394531,98.09879302978516,300.36468505859375,130.94752502441406,336.0721435546875,147.93661499023438,242.02346801757812,19.517465591430664,173.22000122070312,472.5671691894531,225.065185546875
2023-02-01,143.26858520507812,105.1500015258789,497.0764465332031,99.67686462402344,303.9968566894531,130.6013641357422,334.5292663574219,152.0578155517578,246.84811401367188,20.922056198120117,181.41000366210938,470.49395751953125,225.73977661132812
2023-02-02,148.57852172851562,112.91000366210938,503.2489318847656,106.93205261230469,314.8376159667969,129.9932098388672,322.9378356933594,187.4605255126953,258.4214172363281,21.68729019165039,188.27000427246094,445.71966552734375,224.4297332763672
2023-02-03,152.20382690429688,103.38999938964844,494.9516906738281,103.99425506591797,307.1564025878906,132.00477600097656,331.1210632324219,185.2360382080078,252.31735229492188,21.07889747619629,189.97999572753906,446.8462219238281,224.98699951171875
2023-02-06,149.47496032714844,102.18000030517578,495.71136474609375,102.12834167480469,305.09014892578125,132.78128051757812,329.73443603515625,184.76931762695312,250.77423095703125,21.06791114807129,194.75999450683594,449.89447021484375,224.31240844726562
2023-02-07,152.35157775878906,102.11000061035156,496.6151123046875,106.83280944824219,301.3190612792969,134.39991760253906,331.7070007324219,190.290771484375,261.3122863769531,22.15082550048828,196.80999755859375,451.447021484375,226.150390625
2023-02-08,149.66217041015625,100.05000305175781,484.3854675292969,98.62482452392578,297.23284912109375,133.4549560546875,332.732421875,182.15756225585938,260.5016784667969,22.18279457092285,201.2899932861328,457.4488830566406,225.05540466308594
2023-02-09,148.6277313232422,98.23999786376953,481.32806396484375,94.29751586914062,292.377685546875,131.3778839111328,333.7674865722656,176.68582153320312,257.46429443359375,22.314661026000977,207.32000732421875,459.82501220703125,224.66360473632812
2023-02-10,148.99282836914062,97.61000061035156,480.7127380371094,93.8608169555664,293.2950439453125,131.95797729492188,337.0193176269531,172.94192504882812,256.9564208984375,21.24373435974121,196.88999938964844,467.890625,222.55751037597656
2023-02-13,151.794921875,99.54000091552734,486.9236755371094,93.90050506591797,299.7716369628906,133.38943481445312,342.1754455566406,178.185302734375,264.9844970703125,21.766212463378906,194.63999938964844,468.9320068359375,224.20321655273438
2023-02-14,151.15357971191406,99.69999694824219,483.8182678222656,93.96998596191406,295.0462341308594,133.97889709472656,340.5001525878906,178.2349853515625,265.8146667480469,22.948028564453125,209.25,466.5463562011719,224.70277404785156
2023-02-15,153.25511169433594,101.16000366210938,491.5674133300781,96.21304321289062,297.1402893066406,134.54026794433594,328.2051086425781,175.93106079101562,263.6900329589844,22.741235733032227,214.24000549316406,465.0506591796875,224.2423858642578
2023-02-16,151.65675354003906,98.1500015258789,484.6643371582031,94.79375457763672,297.6498107910156,132.687744140625,319.4466552734375,171.24380493164062,256.6698913574219,21.979999542236328,202.0399932861328,461.3586120605469,221.21551513671875
2023-02-17,150.5122528076172,97.19999694824219,487.9139099121094,93.6424560546875,294.60150146484375,133.0807342529297,321.72930908203125,171.68075561523438,252.6654052734375,21.366607666015625,208.30999755859375,472.4629821777344,218.9918975830078
2023-02-21,146.49659729003906,94.58000183105469,482.3952331542969,91.10165405273438,273.8000183105469,130.63877868652344,320.8574523925781,170.8863067626953,247.38807678222656,20.63434410095215,197.3699951171875,465.107421875,216.1119842529297
2023-02-22,146.92091369628906,95.79000091552734,478.2129821777344,90.96270751953125,274.5412292480469,129.63766479492188,322.3857421875,169.9329376220703,246.2523193359375,20.733247756958008,200.86000061035156,462.8165283203125,215.5242462158203
2023-02-23,147.40431213378906,95.81999969482422,474.1268310546875,90.20841217041016,277.33026123046875,130.67617797851562,320.8671875,170.84657287597656,249.44418334960938,23.640338897705078,202.07000732421875,465.4671325683594,216.6115264892578
2023-02-24,144.75025939941406,93.5,469.771484375,88.46160888671875,274.8748779296875,131.8550567626953,315.106689453125,169.20802307128906,244.01019287109375,23.262712478637695,196.8800048828125,458.4996032714844,215.0638427734375
2023-02-27,145.944091796875,93.76000213623047,468.25244140625,89.19606018066406,274.2725524902344,133.00584411621094,310.1885986328125,168.36392211914062,244.93051147460938,23.477500915527344,207.6300048828125,457.5435485839844,215.8474884033203
2023-02-28,145.44091796875,94.2300033569336,465.51226806640625,89.38463592529297,274.763671875,134.1192169189453,304.8983459472656,173.72647094726562,244.20602416992188,23.19278335571289,205.7100067138672,450.55718994140625,215.44586181640625
2023-03-01,143.36898803710938,92.16999816894531,460.2146301269531,89.68238830566406,269.4358825683594,133.37075805664062,307.7884216308594,172.2169952392578,241.1218719482422,22.675302505493164,202.77000427246094,449.8756103515625,213.89816284179688
2023-03-02,143.96096801757812,92.12999725341797,466.9640808105469,91.31008911132812,271.5021667480469,131.9860382080078,308.6505432128906,173.31930541992188,245.86070251464844,23.29068374633789,190.89999389648438,452.2232666015625,214.58384704589844
2023-03-03,149.01255798339844,94.9000015258789,456.9362487792969,92.94772338867188,276.53338623046875,134.40927124023438,311.9618225097656,183.96495056152344,249.95326232910156,23.866106033325195,197.7899932861328,453.037353515625,219.19760131835938
2023-03-06,151.775146484375,93.75,464.45465087890625,94.41661071777344,276.31103515625,133.62338256835938,312.4811096191406,183.6173858642578,251.50030517578125,23.530447006225586,193.80999755859375,455.1390075683594,222.11669921875
2023-03-07,149.574951171875,93.55000305175781,466.4449157714844,93.15614318847656,269.3526306152344,129.69378662109375,304.3203430175781,183.2300567626953,248.83712768554688,23.268661499023438,187.7100067138672,448.6070251464844,218.60984802246094
2023-03-08,150.82798767089844,93.91999816894531,467.30059814453125,93.54322052001953,272.040283203125,128.92660522460938,306.1914978027344,183.68687438964844,248.3965301513672,24.160919189453125,182.0,445.501953125,217.64990234375
2023-03-09,148.57843017578125,92.25,461.0318908691406,91.627685546875,268.783203125,121.94696807861328,310.4139709472656,180.4296417236328,247.04539489746094,23.41653823852539,172.9199981689453,440.1153869628906,215.5144500732422
2023-03-10,146.516357421875,90.7300033569336,452.9750671386719,89.95035552978516,267.2059631347656,125.04383850097656,308.6211242675781,178.2647705078125,243.39337158203125,22.9459285736084,173.44000244140625,437.3317565917969,211.72349548339844
2023-03-13,148.4600372314453,92.43000030517578,453.8019104003906,90.42676544189453,267.4020080566406,122.79837036132812,317.8988037109375,179.64511108398438,248.61195373535156,22.946928024291992,174.47999572753906,440.5144348144531,210.08763122558594
2023-03-14,150.55172729492188,94.87999725341797,463.3394470214844,93.26531219482422,266.515380859375,125.95137023925781,320.42633056640625,192.6741180419922,255.33836364746094,24.043020248413086,183.25999450683594,441.36944580078125,214.1920166015625
2023-03-15,150.94638061523438,96.19999694824219,466.9351806640625,95.38926696777344,268.75518798828125,120.00092315673828,322.77764892578125,196.3782501220703,259.8911437988281,24.207881927490234,180.4499969482422,442.177001953125,211.94879150390625
2023-03-16,153.76815795898438,100.04000091552734,468.4735412597656,99.56768798828125,267.59796142578125,122.33058166503906,322.8363952636719,203.5084228515625,270.42620849609375,25.51978874206543,184.1300048828125,448.4377746582031,213.00674438476562
2023-03-17,152.9295196533203,98.94999694824219,468.27166748046875,100.85794067382812,269.147216796875,117.70868682861328,322.49346923828125,194.25308227539062,273.5886535644531,25.703638076782227,180.1300048828125,446.0436706542969,212.94796752929688
2023-03-20,155.2974395751953,97.70999908447266,470.42529296875,100.4609375,269.9591979980469,118.95303344726562,326.8237609863281,196.4378204345703,266.5391540527344,25.878490447998047,183.25,453.1309509277344,213.69241333007812
2023-03-21,157.15237426757812,100.61000061035156,471.9251708984375,104.1332015991211,270.1177978515625,122.14346313476562,324.35491943359375,200.7576446533203,268.0567932128906,26.177244186401367,197.5800018310547,456.11407470703125,217.41476440429688
2023-03-22,155.72171020507812,98.69999694824219,468.7235412597656,102.59483337402344,263.75286865234375,118.990478515625,324.2471618652344,198.42396545410156,266.5979309082031,26.44602394104004,191.14999389648438,451.7629089355469,215.54380798339844
2023-03-23,156.80703735351562,98.70999908447266,468.9543151855469,104.80809783935547,264.96612548828125,118.67236328125,325.8832702636719,202.86294555664062,271.85565185546875,27.16841697692871,192.22000122070312,446.4331359863281,218.04171752929688
2023-03-24,158.10939025878906,98.12999725341797,476.17462158203125,104.64929962158203,264.13555908203125,116.86664581298828,329.3023376464844,204.5809326171875,274.704833984375,26.75676155090332,190.41000366210938,452.2094421386719,216.52337646484375
2023-03-27,156.16571044921875,98.04000091552734,474.20379638671875,101.69163513183594,262.50225830078125,120.21612548828125,327.8033752441406,201.43292236328125,270.60235595703125,26.508968353271484,191.80999755859375,457.8241882324219,217.27764892578125
2023-03-28,155.5441131591797,97.23999786376953,468.00238037109375,100.27235412597656,262.08233642578125,120.58099365234375,330.79144287109375,199.28790283203125,269.4764709472656,26.38806915283203,189.19000244140625,448.9697265625,215.82791137695312
2023-03-29,158.62245178222656,100.25,471.9443359375,100.62967681884766,264.45281982421875,120.82425689697266,329.04766845703125,203.92550659179688,274.6461181640625,26.961593627929688,193.8800048828125,443.2790832519531,218.7372283935547
2023-03-30,160.1912078857422,102.0,472.5308532714844,100.1334228515625,266.3193359375,120.45938110351562,333.7696838378906,206.39822387695312,278.112060546875,27.360261917114258,195.27999877929688,446.5755920410156,217.81640625
2023-03-31,162.6973114013672,103.29000091552734,477.7130126953125,102.9521255493164,275.4281311035156,121.9189224243164,336.44427490234375,210.46978759765625,282.2732238769531,27.753931045532227,207.4600067138672,448.97930908203125,220.8530731201172
2023-04-03,163.95030212402344,102.41000366210938,477.8668518066406,103.577392578125,277.8639831542969,121.77857971191406,343.6155700683594,211.59197998046875,281.22564697265625,27.94178009033203,194.77000427246094,469.50018310546875,224.3207244873047
2023-04-04,163.41754150390625,103.94999694824219,478.5398864746094,103.93470764160156,275.27880859375,120.15062713623047,347.416748046875,213.23049926757812,281.1766662597656,27.43020248413086,192.5800018310547,468.6070556640625,223.0081329345703
2023-04-05,161.572509765625,101.0999984741211,477.9629821777344,103.68657684326172,269.4084777832031,120.32978820800781,354.88201904296875,210.01300048828125,278.3960266113281,26.858680725097656,185.52000427246094,483.7887268066406,223.50770568847656
2023-04-06,162.4605255126953,102.05999755859375,467.242919921875,107.60694885253906,269.3525085449219,120.19776916503906,360.8091125488281,214.6009521484375,285.5042724609375,27.014551162719727,185.05999755859375,487.1899108886719,221.3722381591797
2023-04-10,159.8656005859375,102.16999816894531,474.7901611328125,105.64179992675781,271.7417297363281,120.59380340576172,359.5452880859375,213.26031494140625,283.3404541015625,27.55609703063965,184.50999450683594,489.44146728515625,221.80322265625
2023-04-11,158.65206909179688,99.91999816894531,479.42437744140625,104.55997467041016,274.1682434082031,121.18785858154297,356.64544677734375,212.36654663085938,276.9175720214844,27.14643669128418,186.7899932861328,494.942138671875,223.78195190429688
2023-04-12,157.96141052246094,97.83000183105469,470.4829406738281,103.85530853271484,271.0604553222656,121.16899871826172,361.5536193847656,212.51551818847656,277.5638122558594,26.473003387451172,180.5399932861328,495.15118408203125,223.15505981445312
2023-04-13,163.3484649658203,102.4000015258789,478.6937255859375,106.62438201904297,272.6562805175781,121.63105010986328,367.5297546386719,218.8214569091797,283.781005859375,26.441028594970703,185.89999389648438,499.939453125,227.93533325195312
2023-04-14,163.00314331054688,102.51000213623047,472.3578186035156,108.0535659790039,272.69366455078125,130.8153839111328,367.1182556152344,219.9535675048828,280.158447265625,26.735776901245117,185.0,486.2208251953125,229.2381591796875
2023-04-17,163.02288818359375,102.73999786376953,474.8959655761719,105.17532348632812,275.6894226074219,131.85260009765625,364.78662109375,217.341796875,282.7627868652344,26.979576110839844,187.0399932861328,480.10260009765625,228.70921325683594
2023-04-18,164.246337890625,102.30000305175781,477.7418518066406,103.71635437011719,279.0025939941406,133.33303833007812,362.3962097167969,216.37852478027344,282.3417663574219,27.644025802612305,184.30999755859375,479.27606201171875,228.8267364501953
2023-04-19,165.3908233642578,104.30000305175781,476.9054260253906,103.39874267578125,277.0987243652344,133.16331481933594,362.94482421875,214.20370483398438,282.42010498046875,27.907806396484375,180.58999633789062,461.9093017578125,227.81781005859375
2023-04-20,164.4238739013672,103.80999755859375,486.0871276855469,104.50042724609375,278.64801025390625,132.77670288085938,367.19659423828125,211.59197998046875,280.1290588378906,27.081491470336914,162.99000549316406,463.1063537597656,229.80630493164062
2023-04-21,162.81568908691406,106.95999908447266,486.8275146484375,104.6195297241211,280.01983642578125,132.52212524414062,377.4147644042969,211.4132080078125,279.7863464355469,27.09648323059082,165.0800018310547,459.6481628417969,229.2675323486328
2023-04-24,163.1215362548828,106.20999908447266,491.7019958496094,105.17532348632812,281.5130920410156,132.7012939453125,375.5631408691406,211.31387329101562,275.87969970703125,27.01954460144043,162.5500030517578,464.512451171875,228.00392150878906
2023-04-25,161.58236694335938,102.56999969482422,483.7701416015625,103.07122039794922,276.5574035644531,129.81585693359375,377.02288818359375,206.11024475097656,269.6624755859375,26.219209671020508,160.6699981689453,467.3435363769531,224.89865112304688
2023-04-26,161.572509765625,104.9800033569336,475.5882263183594,102.93228149414062,268.8485412597656,127.51507568359375,368.626953125,207.94740295410156,289.1954345703125,26.93361473083496,153.75,458.82171630859375,223.4881134033203
2023-04-27,166.160400390625,109.81999969482422,481.943359375,106.78316497802734,274.31756591796875,129.231201171875,382.42095947265625,236.90513610839844,298.4576721191406,27.203392028808594,160.19000244140625,465.9660339355469,224.33053588867188
2023-04-28,167.41342163085938,105.44999694824219,483.8182678222656,106.5350570678711,280.4865417480469,130.35333251953125,387.8190612792969,238.6529541015625,300.83685302734375,27.7259578704834,164.30999755859375,467.50506591796875,227.97451782226562
2023-05-01,167.3246307373047,102.05000305175781,474.55950927734375,106.39610290527344,277.83599853515625,133.14447021484375,397.56695556640625,241.49307250976562,299.17242431640625,28.8859920501709,161.8300018310547,470.9346923828125,227.75901794433594
2023-05-02,166.2886505126953,103.62999725341797,475.73248291015625,104.53021240234375,274.6441650390625,130.99452209472656,395.9896545410156,237.5804443359375,299.02557373046875,28.186574935913086,160.30999755859375,468.74005126953125,222.3419952392578
2023-05-03,165.21322631835938,103.6500015258789,471.16552734375,104.6195297241211,273.52423095703125,128.22225952148438,422.4313659667969,235.3857421875,298.0366516113281,27.778911590576172,160.61000061035156,464.98748779296875,221.36245727539062
2023-05-04,163.57537841796875,104.0,472.4180603027344,103.90492248535156,266.683349609375,126.4683837890625,419.7372741699219,231.9001007080078,299.02557373046875,27.53911590576172,161.1999969482422,462.93536376953125,220.99021911621094
2023-05-05,171.25144958496094,105.66000366210938,480.8193664550781,104.7783203125,270.2951354980469,128.93890380859375,419.12005615234375,231.16525268554688,304.156005859375,28.65618324279785,170.05999755859375,469.585693359375,227.0439453125
2023-05-08,171.182373046875,105.83000183105469,480.8193664550781,106.96182250976562,268.7178955078125,129.25010681152344,423.9302673339844,231.65184020996094,302.1978454589844,29.126792907714844,171.7899932861328,468.00860595703125,227.48472595214844
2023-05-09,169.47552490234375,106.62000274658203,482.48614501953125,106.54497528076172,271.1910400390625,128.6277313232422,419.6784973144531,231.75112915039062,300.58233642578125,28.547273635864258,169.14999389648438,465.8804931640625,228.49371337890625
2023-05-10,171.2415771484375,110.19000244140625,481.3974609375,110.91197204589844,269.7444763183594,128.69374084472656,427.0653991699219,231.4631805419922,305.7813720703125,28.861011505126953,168.5399932861328,465.58599853515625,226.54432678222656
2023-05-11,171.42906188964844,112.18000030517578,483.54595947265625,115.69583129882812,268.49395751953125,128.28826904296875,426.70281982421875,234.1543426513672,303.6272277832031,28.55426788330078,172.0800018310547,464.3414306640625,226.7308349609375
2023-05-12,170.5003204345703,110.26000213623047,485.646240234375,116.6287841796875,271.08843994140625,126.44953155517578,426.71270751953125,232.1881103515625,302.5111999511719,28.316469192504883,167.97999572753906,466.68804931640625,227.093994140625
2023-05-15,170.00636291503906,111.19999694824219,483.6904602050781,115.63627624511719,269.2871398925781,127.51507568359375,426.791259765625,237.20306396484375,302.99090576171875,28.928955078125,166.35000610351562,462.5363464355469,228.4974822998047
2023-05-16,170.00636291503906,113.4000015258789,478.01568603515625,118.6137924194336,263.49151611328125,126.65697479248047,428.8932189941406,237.16334533691406,305.2232360839844,29.18874168395996,166.52000427246094,455.7530517578125,226.20083618164062
2023-05-17,170.618896484375,115.5,476.90771484375,119.93380737304688,272.88037109375,130.5513458251953,429.69866943359375,240.80789184570312,308.10809326171875,30.15294075012207,173.86000061035156,460.5887145996094,228.34046936035156
2023-05-18,172.95059204101562,118.1500015258789,479.8943786621094,121.90888977050781,275.4654846191406,131.54144287109375,430.1112060546875,245.1376495361328,312.5432434082031,31.651695251464844,176.88999938964844,455.2876281738281,229.27288818359375
2023-05-19,173.0592803955078,116.25,478.37213134765625,121.83941650390625,271.4710998535156,131.2397003173828,434.5215148925781,243.93600463867188,312.3666687011719,31.238039016723633,180.13999938964844,454.8979797363281,228.98822021484375
2023-05-22,172.1107940673828,115.01000213623047,473.89215087890625,124.11225128173828,271.2657470703125,130.1553192138672,426.2804870605469,246.5974578857422,315.1533508300781,31.150114059448242,188.8699951171875,456.6080627441406,226.995849609375
2023-05-23,169.50245666503906,114.98999786376953,467.1479797363281,121.64091491699219,275.2601318359375,128.7974395751953,415.6919860839844,245.02841186523438,309.34442138671875,30.662519454956055,185.77000427246094,455.4870910644531,220.41995239257812
2023-05-24,169.77908325195312,116.75,465.1151123046875,119.99336242675781,271.6763610839844,127.6187744140625,418.2065124511719,247.48126220703125,307.9609069824219,30.51263999938965,182.89999389648438,456.8075866699219,218.13311767578125
2023-05-25,170.915283203125,115.0,468.7666015625,122.55402374267578,267.6166076660156,127.9299545288086,419.71917724609375,250.9371337890625,319.8044128417969,37.948463439941406,184.47000122070312,453.833984375,219.24217224121094
2023-05-26,173.32601928710938,120.11000061035156,488.7196044921875,123.67554473876953,273.2909240722656,129.12750244140625,418.22613525390625,260.2223205566406,326.6436462402344,38.913658142089844,193.1699981689453,457.4631042480469,220.8419647216797
2023-05-30,175.173583984375,121.66000366210938,489.4615478515625,122.74258422851562,272.8896789550781,129.6178436279297,419.650390625,260.6989440917969,324.9951171875,40.07768630981445,201.16000366210938,455.8765869140625,217.53439331054688
2023-05-31,175.1242218017578,120.58000183105469,492.8624572753906,121.94860076904297,266.4412841796875,127.9676513671875,421.83099365234375,262.88372802734375,322.2281188964844,37.80257797241211,203.92999267578125,462.8973693847656,216.93569946289062
2023-06-01,177.93016052246094,122.7699966430664,493.8645324707031,122.79222106933594,271.0848693847656,129.73095703125,428.736083984375,270.7189636230469,326.3393859863281,39.73697280883789,207.52000427246094,468.9680480957031,222.3043975830078
2023-06-02,178.7798614501953,124.25,493.8548278808594,123.73509979248047,278.18182373046875,132.45611572265625,434.4723205566406,270.7189636230469,329.1065368652344,39.294342041015625,213.97000122070312,474.6208801269531,224.55197143554688
2023-06-05,177.42626953125,125.30000305175781,499.3079528808594,125.06504821777344,275.5121765136719,131.1548614501953,436.3680419921875,269.5074157714844,329.63641357421875,39.13847732543945,217.61000061035156,473.3003234863281,222.5693817138672
2023-06-06,177.0607147216797,126.61000061035156,497.39068603515625,126.35529327392578,278.23822021484375,131.3905487060547,435.1991882324219,269.2392272949219,327.4187927246094,38.62189865112305,221.30999755859375,463.21087646484375,223.99253845214844
2023-06-07,175.68740844726562,121.2300033569336,492.5445251464844,121.58136749267578,283.59613037109375,132.66354370117188,428.6181640625,261.7714538574219,317.31201171875,37.44775390625,224.57000732421875,458.042724609375,221.09716796875
2023-06-08,178.40440368652344,124.25,501.0807189941406,121.22406768798828,283.0227355957031,132.7012939453125,437.7431335449219,262.74462890625,319.15679931640625,38.48200225830078,234.86000061035156,465.73797607421875,218.91827392578125
2023-06-09,178.7897186279297,123.43000030517578,498.3733825683594,121.31339263916016,279.5072021484375,132.96530151367188,438.116455078125,263.1120910644531,320.6580505371094,38.74181365966797,244.39999389648438,468.9586181640625,219.41885375976562
2023-06-12,181.58575439453125,126.56999969482422,501.928466796875,122.71281433105469,282.80657958984375,132.95587158203125,437.3994140625,269.1697998046875,325.6231384277344,39.45329284667969,249.8300018310547,467.9800720214844,221.98048400878906
2023-06-13,181.1115264892578,126.66000366210938,502.94012451171875,122.9013900756836,282.07342529296875,133.9176788330078,437.8021240234375,269.4378967285156,328.017333984375,40.9921760559082,258.7099914550781,466.7640380859375,219.26177978515625
2023-06-14,181.74386596679688,126.41999816894531,507.930908203125,122.74258422851562,281.7255554199219,133.41795349121094,439.7666015625,271.4538269042969,331.0101318359375,42.96574783325195,256.7900085449219,436.8852844238281,219.30108642578125
2023-06-15,183.77915954589844,127.11000061035156,509.8384704589844,124.15193939208984,283.89697265625,134.92665100097656,445.8662414550781,279.87493896484375,341.5682067871094,42.62199401855469,255.89999389648438,444.43096923828125,221.98048400878906
2023-06-16,182.70220947265625,125.48999786376953,504.5106201171875,122.6036376953125,282.3554382324219,135.08694458007812,439.7567443847656,279.05072021484375,335.9064636230469,42.66096115112305,260.5400085449219,437.3717956542969,224.6697235107422
2023-06-20,182.79116821289062,125.77999877929688,500.7049865722656,122.1768569946289,283.32354736328125,134.39857482910156,443.92144775390625,282.3576354980469,331.7068176269531,43.776153564453125,274.45001220703125,447.769775390625,222.27493286132812
2023-06-21,181.75372314453125,124.83000183105469,500.6278381347656,119.64599609375,282.6562194824219,134.20057678222656,444.95281982421875,279.6863098144531,327.3010559082031,43.013702392578125,259.4599914550781,454.790771484375,223.04049682617188
2023-06-22,184.7572784423828,130.14999389648438,505.04052734375,122.22650146484375,283.10736083984375,131.6168975830078,449.5496520996094,282.9038391113281,333.335693359375,42.99372100830078,264.6099853515625,456.9847412109375,224.1593780517578
2023-06-23,184.4411163330078,129.3300018310547,505.27178955078125,121.42255401611328,282.7595520019531,130.92852783203125,450.6890563964844,286.7271728515625,328.733642578125,42.178314208984375,256.6000061035156,455.0292663574219,225.29786682128906
2023-06-26,183.04803466796875,127.33000183105469,504.2889709472656,117.45255279541016,289.41473388671875,131.2491455078125,444.7170715332031,276.5383605957031,322.43408203125,40.60246276855469,241.0500030517578,456.99432373046875,222.10809326171875
2023-06-27,185.80455017089844,129.17999267578125,510.9464416503906,117.44263458251953,294.9136962890625,131.25856018066406,456.24847412109375,285.05877685546875,328.2921447753906,41.845550537109375,250.2100067138672,460.3331298828125,223.12881469726562
2023-06-28,186.9803009033203,129.0399932861328,513.3260498046875,119.27876281738281,288.1175842285156,130.683349609375,450.551513671875,283.3109436035156,329.5480651855469,41.08710861206055,256.239990234375,452.5967102050781,223.73733520507812
2023-06-29,187.3162078857422,127.9000015258789,512.2566528320312,118.20684814453125,289.34893798828125,135.2472381591797,456.2386779785156,279.5770568847656,328.7630920410156,40.79231643676758,257.5,454.49505615234375,229.9795379638672
2023-06-30,191.64370727539062,130.36000061035156,518.7020874023438,118.80236053466797,291.9997253417969,137.142578125,460.64892578125,284.9892578125,334.1500549316406,42.271244049072266,261.7699890136719,458.5015869140625,233.0809783935547
2023-07-03,190.1518096923828,130.22000122070312,521.264892578125,119.00086212158203,291.4168701171875,138.2458038330078,453.22320556640625,284.0359191894531,331.6479187011719,42.38216018676758,279.82000732421875,455.8686828613281,233.56190490722656
2023-07-05,189.03533935546875,130.3800048828125,521.3516845703125,120.83699035644531,292.150146484375,137.3248748779297,457.42718505859375,292.32806396484375,331.804931640625,42.28623962402344,282.4800109863281,449.51544189453125,235.01451110839844
2023-07-06,189.5095672607422,128.36000061035156,517.7291259765625,119.20928955078125,283.89697265625,135.96717834472656,454.9814147949219,289.9644775390625,334.8663635253906,42.07239532470703,276.5400085449219,447.74114990234375,234.45504760742188
